15,19,2008,P,Registered Electors,2423283,,
15,19,2008,P,Voters,1784408,73.6,
15,19,2008,P,Blank or Invalid Ballots,68727,3.9,
15,19,2008,P,Valid Votes,1715681,96.1,
15,19,2008,P,Silvio Berlusconi,881430,51.4,19
15,19,2008,P,Il Popolo della Libert&agrave;,835004,48.7,18
15,19,2008,P,Movimento per l'Autonomia,46426,2.7,1
15,19,2008,P,Walter Veltroni,601593,35.1,12
15,19,2008,P,Partito Democratico,515268,30.0,10
15,19,2008,P,Italia dei Valori,86325,5.0,2
15,19,2008,P,Unione di Centro,94687,5.5,2
15,19,2008,P,La Sinistra l'Arcobaleno,52238,3.0,0
15,19,2008,P,La Destra - Fiamma Tricolore,23163,1.4,0
15,19,2008,P,Partito Socialista,18414,1.1,0
15,19,2008,P,Others,44156,2.6,0
15,20,2008,P,Registered Electors,2157252,,
15,20,2008,P,Voters,1705813,79.1,
15,20,2008,P,Blank or Invalid Ballots,82404,4.8,
15,20,2008,P,Valid Votes,1623409,95.2,
15,20,2008,P,Silvio Berlusconi,837506,51.6,17
15,20,2008,P,Il Popolo della Libert&agrave;,803943,49.5,16
15,20,2008,P,Movimento per l'Autonomia,33563,2.1,1
15,20,2008,P,Walter Veltroni,530679,32.7,10
15,20,2008,P,Partito Democratico,458977,28.3,9
15,20,2008,P,Italia dei Valori,71702,4.4,1
15,20,2008,P,Unione di Centro,122567,7.5,2
15,20,2008,P,La Sinistra l'Arcobaleno,38601,2.4,0
15,20,2008,P,Partito Socialista,31178,1.9,0
15,20,2008,P,La Destra - Fiamma Tricolore,29834,1.8,0
15,20,2008,P,Others,33044,2.0,0
16,21,2008,P,Registered Electors,3285298,,
16,21,2008,P,Voters,2503681,76.2,
16,21,2008,P,Blank or Invalid Ballots,120028,4.8,
16,21,2008,P,Valid Votes,2383653,95.2,
16,21,2008,P,Silvio Berlusconi,1129974,47.4,24
16,21,2008,P,Il Popolo della Libert&agrave;,1087605,45.6,23
16,21,2008,P,Movimento per l'Autonomia,42369,1.8,1
16,21,2008,P,Walter Veltroni,847384,35.5,16
16,21,2008,P,Partito Democratico,738952,31.0,14
16,21,2008,P,Italia dei Valori,108432,4.5,2
16,21,2008,P,Unione di Centro,189477,7.9,4
16,21,2008,P,La Sinistra l'Arcobaleno,70947,3.0,0
16,21,2008,P,La Destra - Fiamma Tricolore,50834,2.1,0
16,21,2008,P,Partito Socialista,37155,1.6,0
16,21,2008,P,Others,57882,2.4,0
17,22,2008,P,Registered Electors,481715,,
17,22,2008,P,Voters,363102,75.4,
17,22,2008,P,Blank or Invalid Ballots,22445,6.2,
17,22,2008,P,Valid Votes,340657,93.8,
17,22,2008,P,Walter Veltroni,151575,44.5,3
17,22,2008,P,Partito Democratico,131433,38.6,3
17,22,2008,P,Italia dei Valori,20142,5.9,0
17,22,2008,P,Silvio Berlusconi,127973,37.6,3
